Bennett’s S,Brute Agreement,AC1,Cohen's Kappa,Agreements,Total,Annotator1,Annotator2
0.4666666666666667,0.5333333333333333,0.4755151190794755,0.40845070422535207,16,30,AV00440,AV45040
0.8999999999999998,0.9142857142857143,0.9017237344980891,0.8885350318471337,32,35,AV00440,AU90360
0.3766233766233766,0.45454545454545453,0.38399999999999995,0.33183352080989875,15,33,AU90360,AV45040
